date,ville,annee,marque,modele,couleur,km,vin,prix
2026-04-08,Montréal,2023,Chevrolet,Trailblazer Rs,Black,39639,NOVIN-24B4AF18A6,25000
2026-04-08,Montréal,2023,Chevrolet,Trailblazer Rs,Black,39639,KL79MUSL3PB166292,25000
2026-04-08,Montréal,2023,Chevrolet,Trailblazer Rs,White,47407,KL79MUSL9PB185705,22200
2026-04-09,Québec,2023,Chevrolet,Trailblazer Rs,Gray,26440,KL79MUSL1PB120024,25800
2026-04-15,Montréal,2024,Chevrolet,Trailblazer,Gray,29324,KL79MUSL1RB115411,26250
2026-03-04,Montréal,2024,Chevrolet,TrailBlazer Activ,Green,18069,KL79MSSL2RB078275,28250
2026-04-08,Montréal,2024,Chevrolet,Trailblazer Ls,White,30951,KL79MMS21RB132264,20250
2026-03-04,Montréal,2024,Chevrolet,TrailBlazer LT,Black,49434,KL79MRSL2RB125054,18750
2026-03-05,Québec,2024,Chevrolet,Trailblazer LT,Blue,99475,KL79MRSL1RB104647,20200
2026-03-18,Montréal,2024,Chevrolet,Trailblazer LT,Black,14447,KL79MRSL3RB211036,22000
2026-03-18,Montréal,2024,Chevrolet,Trailblazer RS,White,34420,KL79MUSL6RB118563,24700
2026-03-19,Québec,2024,Chevrolet,Trailblazer RS,Gold,24546,KL79MUSL6RB061250,25000
2026-03-25,Montréal,2024,Chevrolet,Trailblazer Rs,Blue,19236,KL79MUSL6RB120054,24600
2026-02-26,Québec,2025,Chevrolet,Trailblazer RS Sport Utility 4D,Black,13514,KL79MUSL3SB130384,25000
2026-03-18,Montréal,2025,Chevrolet,Trailblazer RS,Gray,15651,KL79MUSL6SB104300,28200
2026-03-25,Montréal,2025,Chevrolet,Trailblazer Rs,Gray,18145,KL79MUSL3SB128120,27600
2026-03-25,Montréal,2025,Chevrolet,Trailblazer Rs,BLACK,15775,KL79MUSL2SB115911,27500
2026-04-08,Montréal,2025,Chevrolet,Trailblazer Rs,Gray,23932,KL79MUSL2SB127959,27500
2026-04-08,Montréal,2025,Chevrolet,Trailblazer Rs,Gray,16608,KL79MUSL4SB122469,28000
2026-04-15,Montréal,2016,Chevrolet,Traverse,Silver,181041,1GNKVFKD6GJ219974,2500
2026-02-25,Montréal,2021,Chevrolet,Traverse LT True North,Black,103872,1GNEVHKW9MJ149036,26900
2026-03-25,Montréal,2021,Chevrolet,Traverse Lt,BLACK,137136,1GNEVGKW9MJ121439,22300
2026-03-19,Québec,2022,Chevrolet,Traverse RS,Black,75051,1GNEVJKW1NJ178605,36400
2026-04-08,Montréal,2022,Chevrolet,Traverse Rs,Silver,85043,1GNEVJKW1NJ175199,35800
2026-04-15,Montréal,2023,Chevrolet,Traverse,Black,134637,1GNEVGKW6PJ157092,25100
2026-04-15,Montréal,2023,Chevrolet,Traverse,Gray,124012,1GNEVGKW3PJ217376,27600
2026-03-11,Montréal,2023,Chevrolet,Traverse LS,Gray,77205,1GNEVFKW4PJ102585,29100
2026-03-11,Montréal,2023,Chevrolet,Traverse LT Cloth,Green,88150,1GNEVGKW7PJ235167,32300
2026-03-11,Montréal,2023,Chevrolet,Traverse RS,White,24311,1GNEVJKW3PJ338051,48000
2026-04-08,Montréal,2023,Chevrolet,Traverse Rs,Black,97237,1GNEVJKW7PJ189658,39400
2026-03-19,Québec,2024,Chevrolet,Traverse Limited RS,White,66904,1GNETYKW1RJ135046,45600
2026-04-08,Montréal,2024,Chevrolet,Traverse Rs,Black,63731,1GNEVLKS8RJ181192,56800
2026-04-15,Montréal,2025,Chevrolet,Traverse,Black,12084,1GNEVJRS5SJ216805,58750
2026-04-08,Montréal,2013,Chevrolet,Trax,Black,59340,3GNCJLSB7DL145806,3300
2026-04-01,Montréal,2015,Chevrolet,Trax Ls,White,131664,3GNCJKSB7FL119056,3600
2026-04-01,Montréal,2020,Chevrolet,Trax Lt,Gray,103925,KL7CJLSB5LB329048,11200
2026-03-04,Montréal,2020,Chevrolet,Trax Premier,White,133109,3GNCJRSB4LL201752,9800
2026-03-04,Montréal,2021,Chevrolet,Trax LT,Silver,155491,KL7CJPSM9MB366792,10000
2026-03-25,Montréal,2021,Chevrolet,Trax Lt,White,102969,KL7CJLSB6MB356275,13700
2026-03-04,Montréal,2022,Chevrolet,Trax LT,Silver,160057,KL7CJPSM1NB541666,9300
2026-04-02,Québec,2024,Chevrolet,Trax,Blue,11218,KL77LGE27RC059354,21000
2026-03-11,Montréal,2024,Chevrolet,Trax 1RS,Green,40084,KL77LGE27RC179509,21250
2026-03-18,Montréal,2024,Chevrolet,Trax 1RS,Green,19697,KL77LGE2XRC190472,23000
2026-03-25,Montréal,2024,Chevrolet,Trax 1Rs,,35667,NOVIN-5EB3126B5A,22000
2026-03-25,Montréal,2024,Chevrolet,Trax 1Rs,,40003,NOVIN-8EBFB5D89A,21250
2026-03-25,Montréal,2024,Chevrolet,Trax 2Rs,,18102,NOVIN-A2A2B5AC9A,25000
2026-03-25,Montréal,2024,Chevrolet,Trax 2Rs,,22856,NOVIN-AC8B4E7495,23250
2026-03-25,Montréal,2024,Chevrolet,Trax 2Rs,,32883,NOVIN-D5B22079FA,24000
2026-03-12,Québec,2024,Chevrolet,Trax LS,White,58719,KL77LFE24RC106673,19100
2026-03-25,Montréal,2024,Chevrolet,Trax Ls,,38980,NOVIN-1FB40491FD,16750
2026-03-04,Montréal,2024,Chevrolet,Trax LT,Black,25253,KL77LHE2XRC209818,21000
2026-04-02,Québec,2025,Chevrolet,Trax,White,27786,KL77LFE24SC114875,21500
2026-04-15,Montréal,2025,Chevrolet,Trax,Black,39498,KL77LHE29SC033124,21000
2026-03-18,Montréal,2025,Chevrolet,Trax 1RS,White,14670,KL77LGE27SC260869,22900
2026-02-25,Montréal,2025,Chevrolet,Trax LS,Gray,27426,KL77LFE21SC003216,19900
2026-03-26,Québec,2025,Chevrolet,Trax Ls,Gray,27205,KL77LFE21SC114753,21800
2026-03-25,Montréal,2025,Chevrolet,Trax Ls,,2533,NOVIN-280F7BD27E,22500
2026-03-05,Québec,2025,Chevrolet,Trax LT,Gray,28461,KL77LHE29SC081495,23400
2026-03-25,Montréal,2025,Chevrolet,Trax Lt,White,13029,KL77LHE22SC265659,22800
2026-03-26,Québec,2025,Chevrolet,Trax Lt,White,18010,KL77LHE23SC268134,22300
2026-04-01,Montréal,2025,Chevrolet,Trax Lt,Gray,10308,KL77LHE26SC161210,23000
2026-04-01,Montréal,2025,Chevrolet,Trax Lt,Gray,8809,KL77LHE21SC094709,23000
2026-03-05,Québec,2015,Chevrolet,Volt 5DR HB,Black,122709,1G1RA6E48FU130668,1300
2026-03-18,Montréal,2016,Chevrolet,Volt LT,WHITE,165720,1G1RA6S53GU117342,5800
2026-03-25,Montréal,2017,Chevrolet,Volt Le,BLACK,223994,1G1RA6S57HU147249,3500
2026-03-04,Montréal,2017,Chevrolet,Volt LT Hatchback 4D,Blue,174755,1G1RC6S54HU149433,4100
2026-04-08,Montréal,2019,Chevrolet,Volt Lt Sedan 4D,Red,90662,1G1RA6S57KU112685,13500
2026-03-11,Montréal,2015,Chrysler,200 Limited,WHITE,177423,1C3CCCAG0FN600471,2950
2026-03-11,Montréal,2017,Chrysler,300 300S,Gray,151968,2C3CCABG2HH655485,11100
2026-03-04,Montréal,2022,Chrysler,300 Touring L,Silver,62838,2C3CCASGXNH270932,21800
2026-04-09,Québec,2022,Chrysler,Grand Caravan Sxt,White,240455,2C4RC1ZG1NR144044,8200
2026-04-08,Montréal,2020,Chrysler,Pacifica Hybrid Touring-L,Black,134545,2C4RC1L71LR282298,18000
2026-03-18,Montréal,2022,Chrysler,Pacifica Hybrid Limited,RED,50477,2C4RC1S76NR110885,32200
2026-03-25,Montréal,2024,Chrysler,Pacifica Limited,Silver,11018,2C4RC1GG1RR190806,44600
2026-03-04,Montréal,2025,Chrysler,Pacifica Select,Blue,1,2C4RC3BG9SR606920,43000
2026-02-26,Québec,2022,Crestliner,1700 Vision,Black,1,CRCVB013H122,32500
2026-04-15,Montréal,2022,Dodge,Charger,BLACK,26660,2C3CDXL93NH116871,93750
2026-03-04,Montréal,2024,Dodge,Charger Daytona Scat Pack,Red,9076,2C3CDBCK6RR205873,46750
2026-04-01,Montréal,2020,Dodge,Durango R/T,White,83625,1C4SDJCT4LC186511,37000
2026-04-02,Québec,2021,Dodge,Durango,Blue,108978,1C4SDJCT1MC865430,37750
2026-04-08,Montréal,2021,Dodge,Durango Gt,Gray,62731,1C4RDJDG4MC642122,33800
2026-04-15,Montréal,2022,Dodge,Durango,Black,97229,1C4RDJDG1NC183441,28100
2026-03-11,Montréal,2022,Dodge,Durango R/T,Gray,87670,1C4SDJCT7NC103396,41600
2026-04-01,Montréal,2022,Dodge,Durango R/T,Gray,81307,1C4SDJCT4NC133004,39100
2026-03-12,Québec,2022,Dodge,Durango SXT,Gray,94262,1C4RDJAG8NC230212,22400
2026-03-11,Montréal,2023,Dodge,Durango SRT 392 Premium,Silver,29775,1C4SDJGJ0PC677124,70000
2026-04-01,Montréal,2023,Dodge,Durango Srt 392 Premium,Gray,54777,1C4SDJGJ0PC626545,68750
2026-03-04,Montréal,2024,Dodge,Durango Citadel,White,9313,1C4RDJEG4RC231485,49500
2026-04-01,Montréal,2024,Dodge,Durango Gt Plus,Black,32821,1C4RDJDG8RC107981,43250
2026-03-04,Montréal,2024,Dodge,Durango R/T Plus,White,68231,1C4SDJCT8RC172958,45000
2026-03-25,Montréal,2024,Dodge,Durango R/T Plus,White,79519,1C4SDJCT2RC172955,44000
2026-03-25,Montréal,2024,Dodge,Durango R/T Plus,White,70089,1C4SDJCT0RC207170,45750
2026-04-15,Montréal,2025,Dodge,Durango,Gray,34252,1C4SDJCT9SC539467,49500
2026-04-15,Montréal,2011,Dodge,Grand Caravan,White,206212,2D4RN4DG6BR707882,1600
2026-03-26,Québec,2013,Dodge,Grand Caravan Se,Blue,60605,2C4RDGBGXDR709870,7800
2026-03-18,Montréal,2014,Dodge,Grand Caravan SXT,BLACK,172247,2C4RDGBGXER102286,2600
2026-04-15,Montréal,2014,Dodge,Grand Caravan,WHITE,175635,2C4RDGBG0ER281292,3600
2026-03-26,Québec,2015,Dodge,Grand Caravan Canada Value Package,BLACK,178993,2C4RDGBG5FR555121,2600
2026-03-05,Québec,2016,Dodge,Grand Caravan Canada Value Package,Red,91567,2C4RDGBG7GR390609,9400
2026-03-11,Montréal,2016,Dodge,Grand Caravan Canada Value Package,Silver,76496,2C4RDGBG9GR389963,15000
2026-04-15,Montréal,2016,Dodge,Grand Caravan,WHITE,231184,2C4RDGBG1GR210637,3200
2026-02-26,Québec,2017,Dodge,Grand Caravan Canada Value Package,Gray,125681,2C4RDGBGXHR867955,11200
2026-03-11,Montréal,2017,Dodge,Grand Caravan SXT,SILVER,124490,2C4RDGBG6HR606192,10000
2026-03-18,Montréal,2017,Dodge,Grand Caravan Canada Value Package,Silver,63758,2C4RDGBG4HR637120,28200
2026-03-26,Québec,2017,Dodge,Grand Caravan Crew Plus,GRAY,142327,2C4RDGDG2HR880745,8800
2026-04-08,Montréal,2017,Dodge,Grand Caravan Sxt,White,205470,2C4RDGBG5HR666724,3200
2026-03-04,Montréal,2019,Dodge,Grand Caravan Canada Value Package,White,117752,2C4RDGBG3KR719279,15000
2026-04-08,Montréal,2019,Dodge,Grand Caravan Sxt,White,94516,2C4RDGBG8KR612342,15700
2026-04-15,Montréal,2019,Dodge,Grand Caravan,GRAY,182592,2C4RDGBG4KR700515,6600
2026-04-01,Montréal,2020,Dodge,Grand Caravan Sxt,White,199535,2C4RDGBG7LR162829,7600
2026-04-01,Montréal,2020,Dodge,Grand Caravan Premium Plus,White,133938,2C4RDGCG4LR214660,16700
2026-04-01,Montréal,2020,Dodge,Grand Caravan Gt,Blue,123083,2C4RDGEG1LR258340,20250
2026-03-04,Montréal,2023,Dodge,Hornet GT Plus,Black,5584,ZACNDFBN9P3A05294,25000
2026-04-09,Québec,2024,Dodge,Hornet R/T,BLUE,11171,ZACPDFCW6R3A35999,10400
2026-04-01,Montréal,2012,Dodge,Journey Crew,BLACK,246600,3C4PDCAB6CT206547,1000
2026-04-01,Montréal,2014,Dodge,Journey 4P T,RED,226554,3C4PDDFG2ET221253,1000
2026-04-15,Montréal,2016,Evergreen,Layton,Brown,1,5ZWTYUS25G4005615,8300
2026-03-11,Montréal,2024,Fiat,500E (RED) Edition,Black,4511,ZFAFFAA4XRX215056,19400
2026-04-08,Montréal,2024,Fiat,500E (Red) Edition,Black,7916,ZFAFFAA47RX220666,19200
2026-03-25,Montréal,2014,Fiat,500L Trekking,Yellow,179664,ZFBCFADH9EZ023574,2000
2026-04-15,Montréal,2021,Ford,Bronco,Black,50526,1FMEE5DP7MLA75256,40200
2026-03-26,Québec,2022,Ford,Bronco Base,Gray,21107,1FMEE5DP3NLB32795,49400
2026-04-09,Québec,2022,Ford,Bronco Big Bend,Blue,91898,1FMDE5BH1NLB72588,32000
2026-03-05,Québec,2022,Ford,Bronco Sport Big Bend,White,66890,3FMCR9B61NRD30189,23100
2026-03-12,Québec,2022,Ford,Bronco Sport Big Bend,White,60731,3FMCR9B63NRD86568,22500
2026-04-01,Montréal,2022,Ford,Bronco Sport Big Bend,Blue,63354,3FMCR9B69NRD31736,20700
2026-04-09,Québec,2022,Ford,Bronco Sport Big Bend,Black,33794,3FMCR9B60NRD64513,23800
2026-03-04,Montréal,2023,Ford,Bronco Sport Big Bend,Black,26460,3FMCR9B67PRE16755,26100
2026-04-01,Montréal,2023,Ford,Bronco Sport Base,Black,130662,3FMCR9A61PRD58398,15600
2026-04-01,Montréal,2023,Ford,Bronco Sport Base,Gray,121172,3FMCR9A65PRD57836,16600
2026-04-08,Montréal,2023,Ford,Bronco Sport Outer Banks,Gray,52323,3FMCR9C60PRE16689,26200
2026-04-15,Montréal,2023,Ford,Bronco Sport,Gray,70972,3FMCR9B65PRD16900,22000
2026-04-08,Montréal,2024,Ford,Bronco Sport Outer Banks,Tan,91161,3FMCR9C6XRRE14094,23200
2026-03-04,Montréal,2024,Ford,Bronco Wildtrak,Black,24257,1FMEE2BP2RLB33993,63100
2026-03-11,Montréal,2025,Ford,Bronco Sport Outer Banks,Blue,36886,3FMCR9CN7SRE44778,32500
2026-03-11,Montréal,2025,Ford,Bronco Sport Outer Banks,White,30341,3FMCR9CN5SRE44990,32500
2026-03-18,Montréal,2025,Ford,Bronco Sport Outer Banks,White,30135,3FMCR9CN1SRE44470,32000
2026-03-25,Montréal,2025,Ford,Bronco Sport Outer Banks,Black,37434,3FMCR9CN3SRE56703,32000
2026-03-25,Montréal,2025,Ford,Bronco Sport Outer Banks,Blue,33551,3FMCR9CN2SRE45952,32000
2026-03-25,Montréal,2025,Ford,Bronco Sport Outer Banks,Gray,48001,3FMCR9CN9SRE46497,31100
2026-04-01,Montréal,2025,Ford,Bronco Sport Outer Banks,White,36898,3FMCR9CN5SRE46318,32250
2026-04-15,Montréal,2025,Ford,Bronco Sport,Gray,30690,3FMCR9CN3SRE46530,31750
2026-03-11,Montréal,2022,Ford,E-Transit Cargo Van T-350 148po El Hi RF 9500 GVWR RW,WHITE,41652,1FTBW3XK9NKA49631,28600
2026-03-25,Montréal,2022,Ford,E-Transit Cargo Van T-350 148Po Med Rf 9500 Gvwr Rwd,WHITE,125361,1FTBW9CK2NKA63623,17700
2026-04-01,Montréal,2023,Ford,E-Transit Cargo Van T-350 148Po Med Rf 9500 Gvwr Rwd,WHITE,45128,1FTBW9CK2PKB38632,26000
2026-03-11,Montréal,2010,Ford,Econoline Cargo Van Commercial,WHITE,93088,1FTNE1EW1ADA59885,2800
2026-04-15,Montréal,2018,Ford,Ecosport,Black,70956,MAJ6P1UL3JC245946,5500
2026-03-26,Québec,2018,Ford,Ecosport Ses,Black,108437,MAJ6P1CL4JC238649,9300
2026-03-19,Québec,2020,Ford,EcoSport SE,White,80038,MAJ6S3GLXLC361184,12200
2026-04-09,Québec,2021,Ford,Ecosport Se,Red,82503,MAJ6S3GL8MC405281,16200
2026-04-02,Québec,2022,Ford,Ecosport,White,76143,MAJ6S3JLXNC467369,14600
2026-04-15,Montréal,2019,Ford,Edge,Gray,176948,2FMPK4G99KBB10904,6900
2026-03-04,Montréal,2019,Ford,Edge ST,Gray,133532,2FMPK4AP7KBC40865,13200
2026-03-05,Québec,2020,Ford,Edge Titanium,Black,95748,2FMPK4K91LBB65808,19400
2026-04-15,Montréal,2021,Ford,Edge,Silver,117874,2FMPK4J92MBA27651,15600
2026-02-25,Montréal,2021,Ford,Edge SEL,Black,85192,2FMPK4J99MBA40719,18500
2026-03-25,Montréal,2021,Ford,Edge Sel,Black,95018,2FMPK4J97MBA49760,17000
2026-04-15,Montréal,2022,Ford,Edge,Black,92602,2FMPK4G91NBB01537,15200
2026-03-18,Montréal,2022,Ford,Edge SE,Black,112849,2FMPK4G90NBA32601,13700
2026-04-01,Montréal,2022,Ford,Edge Se,Gray,115315,2FMPK4G96NBB00965,17000
2026-04-01,Montréal,2022,Ford,Edge Se,Gray,93596,2FMPK4G97NBA31834,16000
2026-04-01,Montréal,2022,Ford,Edge Se,Black,120534,2FMPK4G94NBA32777,15600
2026-03-12,Québec,2022,Ford,Edge SEL,Gray,72912,2FMPK4J90NBA45924,15500
2026-03-25,Montréal,2022,Ford,Edge Sel,Gray,45395,2FMPK4J94NBA69059,15300
2026-04-08,Montréal,2022,Ford,Edge Sel,Gray,70281,2FMPK4J97NBA70271,17100
2026-04-08,Montréal,2022,Ford,Edge Sel,Black,66072,2FMPK4J94NBA15194,20000
2026-03-25,Montréal,2022,Ford,Edge St Line,Black,75377,2FMPK4J98NBA29809,24000
2026-04-15,Montréal,2023,Ford,Edge,Gray,70870,2FMPK4J98PBA36973,20800
2026-03-18,Montréal,2023,Ford,Edge SE,Black,74571,2FMPK4G97PBA42819,21800
2026-03-26,Québec,2023,Ford,Edge Sel,Black,36467,2FMPK4J9XPBA61115,23800
2026-04-15,Montréal,2024,Ford,Edge,Gray,124098,2FMPK4G90RBB05455,17000
2026-04-01,Montréal,2024,Ford,Edge Se,Black,96374,2FMPK4G98RBB02965,20000
2026-04-01,Montréal,2024,Ford,Edge Se,Gray,74666,2FMPK4G98RBB06269,19200
2026-04-01,Montréal,2024,Ford,Edge Se,White,31974,2FMPK4G98RBB02593,23400
2026-03-26,Québec,2024,Ford,Edge St Line,Black,85131,2FMPK4J98RBA24681,24000
2026-03-04,Montréal,2015,Ford,Escape SE,Gray,146724,1FMCU9G95FUC49076,2750
2026-04-15,Montréal,2017,Ford,Escape,Blue,164024,1FMCU9G95HUB92669,4700
2026-04-09,Québec,2017,Ford,Escape Se,Blue,101093,1FMCU9G93HUD22500,9200
2026-02-25,Montréal,2018,Ford,Escape SE,White,142269,1FMCU9GD4JUB64016,7800
2026-03-11,Montréal,2018,Ford,Escape SE,Gray,75749,1FMCU0GD0JUC22358,7000
2026-03-25,Montréal,2018,Ford,Escape Se,White,107049,1FMCU9GD5JUB77356,9000
2026-03-26,Québec,2018,Ford,Escape Se,Red,95033,1FMCU9GD5JUC23073,10400
2026-04-01,Montréal,2018,Ford,Escape Se,White,219225,1FMCU9GDXJUC80661,4400
2026-04-01,Montréal,2018,Ford,Escape Se,Black,179882,1FMCU9GD3JUB00498,6200
2026-04-08,Montréal,2018,Ford,Escape Se,White,91337,1FMCU9GD3JUA12969,7900
2026-04-08,Montréal,2018,Ford,Escape Se,Black,76963,1FMCU9GD3JUD39372,9600
2026-03-04,Montréal,2019,Ford,Escape SE,White,148202,1FMCU9GD9KUB72419,6000
2026-03-04,Montréal,2019,Ford,Escape SE,Gray,137566,1FMCU9GD2KUC11965,8100
2026-03-18,Montréal,2019,Ford,Escape SE,Silver,,1FMCU9CB4KUD70020,9100
2026-04-01,Montréal,2019,Ford,Escape Se,Black,156925,1FMCU9GD2KUB36801,6800
2026-04-09,Québec,2019,Ford,Escape Titanium,Black,106220,1FMCU9J95KUB69926,13900
2026-04-15,Montréal,2020,Ford,Escape,White,167617,1FMCU0G62LUA41881,7800
2026-03-05,Québec,2020,Ford,Escape S,Silver,85727,1FMCU9F69LUA02100,15700
2026-03-04,Montréal,2020,Ford,Escape SE,White,112191,1FMCU0G66LUA16286,11800
2026-04-01,Montréal,2020,Ford,Escape Se,Gray,94801,1FMCU9G61LUC00619,13500
2026-04-01,Montréal,2020,Ford,Escape Sel,Gray,159068,1FMCU9H68LUA02246,7600
2026-04-15,Montréal,2021,Ford,Escape,Blue,57440,1FMCU9G61MUB11215,18100
2026-02-25,Montréal,2021,Ford,Escape SE,White,125310,1FMCU9G66MUA12292,12400
2026-03-04,Montréal,2021,Ford,Escape SEL Hybrid,Black,123500,1FMCU9CZ1MUB36308,12100
2026-03-18,Montréal,2021,Ford,Escape SEL Hybrid,GRAY,60085,1FMCU9CZ8MUA04856,20400
2026-03-18,Montréal,2021,Ford,Escape SEL Hybrid,GRAY,77782,1FMCU9CZ0MUA42033,19200
2026-03-18,Montréal,2021,Ford,Escape Titanium Hybrid,RED,80697,1FMCU9DZXMUA88242,19400
2026-03-26,Québec,2021,Ford,Escape Titanium Hybrid,BLACK,52041,1FMCU9DZ6MUA60020,22400
2026-04-08,Montréal,2021,Ford,Escape Titanium Plug-In Hybrid,Blue,64476,1FMCU0LZ9MUA77827,18300
2026-04-15,Montréal,2022,Ford,Escape,WHITE,101514,1FMCU0EZ4NUA40456,17000
2026-04-15,Montréal,2022,Ford,Escape,WHITE,130074,1FMCU0EZ1NUA40415,12500
2026-04-15,Montréal,2022,Ford,Escape,WHITE,141472,1FMCU0EZ4NUA41770,12700
2026-04-15,Montréal,2022,Ford,Escape,Red,39479,1FMCU9CZ7NUA49871,22600
2026-03-04,Montréal,2022,Ford,Escape SE Hybrid,Gray,148371,1FMCU9BZ4NUA66998,11200
2026-03-04,Montréal,2022,Ford,Escape SE Plug-In Hybrid,Silver,54629,1FMCU0EZ2NUB28387,19200
2026-02-25,Montréal,2022,Ford,Escape SE Hybrid,White,125781,1FMCU9BZ7NUA63447,15200
2026-03-11,Montréal,2022,Ford,Escape SE Hybrid,Black,37550,1FMCU9BZ0NUA74497,20600
2026-03-11,Montréal,2022,Ford,Escape SE Plug-In Hybrid,White,109772,1FMCU0EZ8NUA46907,17000
2026-03-25,Montréal,2022,Ford,Escape Se,Blue,146699,1FMCU9G61NUB76406,10100
2026-03-25,Montréal,2022,Ford,Escape Se Hybrid,GRAY,195460,1FMCU9BZ7NUA63223,10500
2026-04-01,Montréal,2022,Ford,Escape Se Hybrid,BLUE,165304,1FMCU0BZ1NUA66579,12300
2026-04-01,Montréal,2022,Ford,Escape Se Plug-In Hybrid,Silver,56590,1FMCU0EZ4NUA99510,17700
2026-04-08,Montréal,2022,Ford,Escape Se,Gray,109402,1FMCU9G6XNUB78073,15500
2026-04-09,Québec,2022,Ford,Escape Se Plug-In Hybrid,BLUE,97332,1FMCU0EZ6NUA77654,16800
2026-03-04,Montréal,2022,Ford,Escape SEL,Silver,41842,1FMCU9H66NUB03823,20200
2026-03-11,Montréal,2022,Ford,Escape SEL,Gray,111049,1FMCU9H60NUA51492,16800
2026-03-18,Montréal,2022,Ford,Escape SEL,White,63817,1FMCU9H98NUB06510,21200
2026-03-18,Montréal,2022,Ford,Escape SEL Plug-In Hybrid,BLUE,81594,1FMCU0KZ5NUA73065,18000
2026-03-25,Montréal,2022,Ford,Escape Sel,Black,52814,1FMCU9H94NUB03023,18200
2026-04-08,Montréal,2022,Ford,Escape Sel,Gray,70468,1FMCU9H60NUB12050,21400
2026-04-08,Montréal,2022,Ford,Escape Sel,Black,122526,1FMCU9H68NUA45326,15500
2026-03-04,Montréal,2022,Ford,Escape Titanium Hybrid,Gray,41032,1FMCU9DZ9NUA98763,25300
2026-03-25,Montréal,2022,Ford,Escape Titanium,Silver,6868,1FMCU9J90NUB27393,25900
2026-03-25,Montréal,2022,Ford,Escape Titanium,Gray,74539,1FMCU9J90NUB52472,21800
2026-04-01,Montréal,2022,Ford,Escape Titanium,Gray,78201,1FMCU9J97NUA75552,19500
2026-04-01,Montréal,2023,Ford,Escape Active,Red,26822,1FMCU0GN6PUA67848,18200
2026-04-08,Montréal,2023,Ford,Escape Active,White,45379,1FMCU9GN1PUA33529,23800
2026-04-08,Montréal,2023,Ford,Escape Active,White,65355,1FMCU9GN7PUA14192,22200
2026-03-25,Montréal,2023,Ford,Escape Phev,GRAY,58088,1FMCU0E11PUA28956,23000
2026-03-26,Québec,2023,Ford,Escape St-Line,Blue,57584,1FMCU9MN7PUA32499,23800
2026-04-08,Montréal,2023,Ford,Escape St-Line,Black,32580,1FMCU9MN1PUB11246,25900
2026-03-04,Montréal,2024,Ford,Escape Active,Black,42091,1FMCU9GN6RUA89582,14400
2026-03-25,Montréal,2024,Ford,Escape Active,Black,25265,1FMCU9GN6RUA29625,22500
2026-03-26,Québec,2024,Ford,Escape Active,Blue,16891,1FMCU9GN5RUA02707,27100
2026-03-26,Québec,2024,Ford,Escape Active,Black,41870,1FMCU9GN1RUB17014,24900
2026-03-25,Montréal,2024,Ford,Escape Platinum,Gray,48044,1FMCU9JA8RUA71400,23800
2026-03-05,Québec,2024,Ford,Escape ST-Line,Gray,138717,1FMCU9MZ3RUB38292,21000
2026-04-08,Montréal,2024,Ford,Escape St-Line,GRAY,96605,1FMCU9MZXRUB09405,21800
2026-03-18,Montréal,2025,Ford,Escape Active,White,8738,1FMCU9GNXSUA61533,27700
2026-03-11,Montréal,2018,Ford,Expedition XLT,Black,244854,1FMJU1JT5JEA35477,11800
2026-04-08,Montréal,2021,Ford,Expedition Platinum,Blue,98066,1FMJU1MT0MEA56818,45600
2026-03-18,Montréal,2022,Ford,Expedition XLT,Black,70350,1FMJU1JT2NEA12518,46750
2026-04-15,Montréal,2023,Ford,Expedition,Black,69932,1FMJK2A83PEA00050,65750
2026-04-08,Montréal,2024,Ford,Expedition King Ranch,White,15571,1FMJU1P81REA90684,86800
2026-03-11,Montréal,2024,Ford,Expedition Limited,Black,27796,1FMJU2A89REB00330,78500
2026-04-08,Montréal,2025,Ford,Expedition King Ranch Max,White,28308,1FMJK1P81SEA01644,98750
2026-03-11,Montréal,2025,Ford,Expedition Platinum Max,Black,32051,1FMJK1M87SEA17352,94400
2026-04-08,Montréal,2025,Ford,Expedition Tremor,Gray,27402,1FMJU1RG4SEA24639,94600
2026-03-04,Montréal,2017,Ford,Explorer Platinum Sport Utility 4D,White,157032,1FM5K8HT9HGA49242,12800
2026-03-25,Montréal,2018,Ford,Explorer 4Wd,White,76069,1FM5K8B81JGA92404,18000
2026-03-18,Montréal,2018,Ford,Explorer XLT,Black,160223,1FM5K8D86JGA60447,10300
2026-04-02,Québec,2020,Ford,Explorer,Black,113043,1FMSK8DH1LGB16896,21800
2026-04-15,Montréal,2021,Ford,Explorer Hybrid,GRAY,129019,1FM5K8FW2MNA05330,22500
2026-03-11,Montréal,2021,Ford,Explorer Limited,Black,128339,1FMSK8FHXMGB18855,23400
2026-03-25,Montréal,2021,Ford,Explorer Limited,SILVER,107294,1FM5K8FW5MNA00137,27300
2026-03-18,Montréal,2021,Ford,Explorer XLT,Blue,125699,1FMSK8DHXMGB47369,23200
2026-04-15,Montréal,2022,Ford,Explorer,Gray,106041,1FMSK8FH0NGB20230,29000
2026-04-15,Montréal,2022,Ford,Explorer,White,96901,1FMSK8DH0NGB19985,26200
2026-04-01,Montréal,2022,Ford,Explorer Platinum,Black,58753,1FM5K8HC8NGA12890,37000
2026-03-04,Montréal,2022,Ford,Explorer ST,Black,78172,1FM5K8GC0NGB74840,45750
2026-04-01,Montréal,2022,Ford,Explorer St,Black,74036,1FM5K8GC6NGB56584,35300
2026-04-08,Montréal,2022,Ford,Explorer St,Black,46768,1FM5K8GC8NGA41078,40800
